高科二期 满2年 高奢品质 位置好 楼层好 西边户 诚心,高科荣境二期 -仙林,4室2厅 | 128.92平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,575,"44,602元/平"
此房满五唯一，中间楼层，楼层好采光好，,港尧新村 -尧化门,3室1厅 | 56.73平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,130,"22,916元/平"
熙景福苑   优质楼层   精装修  诚心出售,熙景福苑 -尧化门,3室1厅 | 88.31平米 | 南 | 精装 | 高楼层(共21层)  | 板塔结合,188,"21,289元/平"
燕子矶 电建海赋尚城 正规三室两卫 电梯房  主卧朝南,电建海赋尚城 -万寿,3室2厅 | 97.8平米 | 南 | 简装 | 高楼层(共34层)  | 板楼,273,"27,915元/平"
视野开阔 阳光刺眼 电梯房 6.7号线地铁 含车位,中国铁建青秀城 -万寿,3室1厅 | 124.64平米 | 西南 | 简装 | 高楼层(共33层)  | 板塔结合,319,"25,594元/平"
急 急 急 仙林C位 南外旁 3室低总价 拎包住,尚东花园 -仙林,3室1厅 | 92.38平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,340,"36,805元/平"
中间楼层 全南户型 采光无遮挡 视野好 仙林湖双地铁,万达茂御湖仕家一二期 -仙林,2室2厅 | 86.67平米 | 南 | 精装 | 中楼层(共19层)  | 板楼,250,"28,846元/平"
仙林湖 万达茂地铁口4号线 省中医 南大  看房有密码,万达茂御湖仕家三期 -仙林,3室2厅 | 97.81平米 | 南 | 简装 | 中楼层(共34层)  | 塔楼,268,"27,401元/平"
主城山边别墅 中楼层 精装修 一号线 六号线 靠新玄武,雍璟府 -红山,4室2厅 | 179.14平米 | 南 | 精装 | 中楼层(共12层)  | 板楼,645,"36,006元/平"
花园洋房，景观楼层，精装未住，户型方正含车位,新城香悦澜山 -仙林,4室2厅 | 124.65平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,458,"36,743元/平"
东方天郡西区  中间楼层  朝南视野无遮挡 两室大户型,东方天郡西区 -仙林,2室2厅 | 79.1平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,340,"42,984元/平"
融信 采光无遮挡 精装三大件 交通便利 满二唯一,融信世纪东方 -仙林,3室2厅 | 99.59平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,360,"36,149元/平"
房子满两年，精装修，总价低，业主换房诚售,中南世纪雅苑二期 -马群,3室1厅 | 95.3平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,235,"24,659元/平"
香谷复式湖景房 一线湖景 全屋精装修 设施齐全,保利罗兰香谷 -仙林,4室2厅 | 126.8平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,460,"36,278元/平"
仙林湖畔    楼层佳     采光好 小区环境好,万达茂御湖仕家三期 -仙林,4室2厅 | 130.48平米 | 南 | 简装 | 高楼层(共34层)  | 板楼,383,"29,354元/平"
融信 飞机户型  采光好 急售 未入住  精装,融信世纪东方 -仙林,3室2厅 | 99.59平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,315,"31,630元/平"
融信 总高9层洋房 飞机户型 3房2卫 装修未入住过,融信世纪东方 -仙林,3室2厅 | 122.85平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,450,"36,631元/平"
满五唯一，低楼层，楼栋位置好，无遮挡，户型设计合理,学仕风华苑 -仙林,3室2厅 | 90.49平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,222,"24,534元/平"
摄山星城赏菊苑 精装大三房 边户,摄山星城赏菊苑 -栖霞其它,3室2厅 | 104.76平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,129,"12,314元/平"
总高11层 高楼层 满2年  带2个产权车位,翡翠天域麓园  -栖霞其它,3室1厅 | 88.33平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,230,"26,039元/平"
单元边户 业主自住 精装修  采光视野好 诚心出售,花港幸福城杜鹃园 -马群,3室1厅 | 87.02平米 | 南 | 精装 | 低楼层(共27层)  | 板楼,139,"15,974元/平"
地铁1号线 金浦紫御东方 精装三房 业主诚心出售,金浦紫御东方 -燕子矶,3室2厅 | 78.55平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,238,"30,300元/平"
采光无遮挡 精装三大件 交通便利 诚心出售,融信世纪东方 -仙林,3室2厅 | 98.84平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,400,"40,470元/平"
栖霞建设 楼层好 视野开阔 采光无遮挡,东方天郡西区 -仙林,3室2厅 | 109.27平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,475,"43,471元/平"
业主诚心出售  临湖一排  前面无遮挡 看房随时方便,保利罗兰香谷 -仙林,3室2厅 | 94.03平米 | 南 | 简装 | 低楼层(共18层)  | 板塔结合,265,"28,183元/平"
万达茂三期湖景平视，南北通透经典户型，满二诚售,万达茂御湖仕家三期 -仙林,4室2厅 | 141.45平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板楼,530,"37,470元/平"
精装修  保养的很不错  拎包即住  省心好房,南湾营润康苑 -马群,3室1厅 | 85.1平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,148,"17,392元/平"
金浦紫御东方 精装修带地暖 看房方便 价格可谈 急售,金浦紫御东方 -燕子矶,3室1厅 | 87.41平米 | 南 | 精装 | 高楼层(共32层)  | 暂无数据,275,"31,461元/平"
此房满5年  精装修 保养好 电梯房 钥匙房 三室二厅,盈嘉香榴湾 -尧化门,3室2厅 | 78.42平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,178,"22,699元/平"
诚心出售 摄山星城听竹苑 双南大阳台带阁楼 位置好,摄山星城听竹苑 -栖霞其它,3室2厅 | 106.01平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,100,"9,434元/平"
化工新村精装三室一厅一卫出售。,化工新村 -燕子矶,3室1厅 | 72.58平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,160,"22,045元/平"
高科荣域好楼层 视野开阔 纯毛坯未居住过 得房率83.3%,高科荣域 -仙林,4室2厅 | 131.98平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板楼,480,"36,370元/平"
金鹰旁板楼，三开间朝南，好位置好楼层，采光佳,赛世香樟园 -仙林,3室2厅 | 114.36平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,380,"33,229元/平"
阳光雅居 电梯三房 户型3面采光,阳光雅居 -万寿,3室1厅 | 122.03平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,238,"19,504元/平"
江景房  采光好 精装修40万  品牌家电,保利国际社区 -燕子矶,3室2厅 | 95.79平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,338,"35,286元/平"
中高楼层  户型方正  采光无遮挡 满二,熊猫汇智家园 -仙林,3室1厅 | 105.07平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板楼,212,"20,178元/平"
视野采光好，精装修，业主诚心出售。,招商1872公园里 -燕子矶,3室2厅 | 117.06平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,378,"32,292元/平"
燕江新城山水苑   景观层 视野开阔 有电梯 满二,燕江新城江山苑 -万寿,2室1厅 | 69.81平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,115,"16,474元/平"
青田雅居 顶层带坡顶阁楼 大户型空间更舒适 随时看房,青田雅居 -尧化门,4室2厅 | 154.86平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,209,"13,497元/平"
电梯洋房满二，二次装修，采光好，诚心售,融信世纪东方 -仙林,3室2厅 | 123.33平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,498,"40,380元/平"
地铁6 7号线枢纽 兰园级小区 精装修高楼层 视野好,东方兰园 -万寿,3室1厅 | 95.29平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,300,"31,483元/平"
新空精装修 采光通风好 户型方正 格局合理 诚心出售,新城香悦澜山 -仙林,3室1厅 | 83.51平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,269,"32,212元/平"
位置好 楼层好 有车位 户型方正 南北通透格局,亚东城东区 -仙林,3室2厅 | 106.05平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,365,"34,418元/平"
中间楼层 采光好  品质装修   位置安静  诚心出售,百水家园 -马群,3室1厅 | 85.19平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,145,"17,021元/平"
睿域3房好楼层边户，红山新城站紧靠新玄武，价格可谈,中电颐和家园睿域 -红山,3室2厅 | 114.21平米 | 南 | 简装 | 中楼层(共18层)  | 塔楼,380,"33,273元/平"
满五年唯一 楼层好采光刺眼，双南带大阳台，诚心出售,中电颐和家园尚璟 -红山,2室2厅 | 86.24平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,285,"33,048元/平"
小区中间 不临街 采光好 格局好 环境安静 满五年 急售,学仕风华苑 -仙林,3室2厅 | 98.84平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,178,"18,009元/平"
满三年 有电梯 中间楼层 三开间朝南 有车位,南大和园 -仙林,3室2厅 | 121.15平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,455,"37,557元/平"
此房满五年唯一  没有增值税 中间楼层 诚心出售,保利罗兰香谷 -仙林,3室2厅 | 100.01平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,295,"29,498元/平"
一梯一户 精装修 高楼层 小区中间 出行方便,万科金色领域 -仙林,3室2厅 | 128.35平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,380,"29,607元/平"
朝南双阳台楼层好 地铁一号 六号 九号线出行方便,中电颐和家园尚璟 -红山,2室1厅 | 85.57平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,289,"33,774元/平"
洋房大平层 精装修 诚心卖 有车位 有储藏室,保利紫晶山 -马群,4室2厅 | 192.51平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,770,"39,998元/平"
中南纯边户三房  楼间距大  自住精装修  家具家电全包,中南世纪雅苑 -马群,3室1厅 | 89.91平米 | 南 北 | 精装 | 低楼层(共34层)  | 板楼,199,"22,134元/平"
城市绿洲花园 精装 87平2房2厅 看房随时 吉祥庵地铁口,城市绿洲花园 -晓庄,2室2厅 | 87.31平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,219,"25,084元/平"
婚装三房 高楼层 北卧室可俯看江景  领包入住,金浦紫御东方 -燕子矶,3室1厅 | 87.58平米 | 南 北 | 精装 | 高楼层(共32层)  | 暂无数据,275,"31,400元/平"
精装三房，中间楼层，视野好采光不挡，满五唯一诚心售,万达茂御湖仕家三期 -仙林,3室2厅 | 105.22平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,275,"26,136元/平"
满五唯一精装地暖边户万达茂旁地铁2号4号线,保利罗兰春天 -仙林,3室2厅 | 93.48平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,309,"33,056元/平"
2010年房龄 银城物业   有钥匙方便看房  业主诚心卖,兰亭雅苑 -迈皋桥,3室2厅 | 126.5平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,280,"22,135元/平"
紫金山下 次新房 婚装保养好 全屋品牌家具家电 拎包住,中南世纪雅苑二期 -马群,3室1厅 | 85.92平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,198,"23,045元/平"
急售！着急出售 满五唯一采光充足 交通便利配套齐全,万达茂御湖仕家三期 -仙林,3室2厅 | 96.33平米 | 南 | 简装 | 低楼层(共32层)  | 板楼,275,"28,548元/平"
电梯洋房，次新房，精装修南北通透，格局好，诚心出售,融信世纪东方 -仙林,3室2厅 | 123.22平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,470,"38,144元/平"
洋房大平层 精装修 诚心卖 有车位 有储藏室,保利紫晶山 -马群,4室2厅 | 192.51平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,770,"39,998元/平"
南大和园 三房两卫 自住 2楼 80平平台 地下室,南大和园 -仙林,3室2厅 | 120.37平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,488,"40,542元/平"
满五唯一精装地暖边户万达茂旁地铁2号4号线,保利罗兰春天 -仙林,3室2厅 | 93.48平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,309,"33,056元/平"
赛世香樟园顶跃 有电梯 有产权车位 看房方便,赛世香樟园 -仙林,4室1厅 | 151.66平米 | 南 | 简装 | 高楼层(共11层)  | 板楼,520,"34,288元/平"
小区正中位置满五唯一 房主诚心出售,保利罗兰香谷 -仙林,3室1厅 | 88.5平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,290,"32,769元/平"
小区环境好 满五年 诚心出售 好楼层 边户全明,东方天郡东区 -仙林,3室2厅 | 134.38平米 | 南 | 精装 | 高楼层(共15层)  | 板楼,510,"37,953元/平"
满两年，税费少，楼层好采光刺眼，视野开阔，交通便利,新城香悦澜山 -仙林,3室2厅 | 88.99平米 | 南 北 | 精装 | 中楼层(共26层)  | 板塔结合,288,"32,364元/平"
高科荣域 欧式装修 满五唯一 电梯入户 随时可看,高科荣域 -仙林,4室2厅 | 120.19平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,460,"38,273元/平"
得房率高，业主自住，开发商装修价格低业主诚售,融信世纪东方 -仙林,3室2厅 | 90.32平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,295,"32,662元/平"
高科 清风物业 小区中间位置 不临路 采光好 随时看,高科荣域 -仙林,4室2厅 | 131.59平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,470,"35,717元/平"
新房子 从未住过 位置楼层好 飞机户！诚心出售!！！,融信世纪东方 -仙林,3室2厅 | 99.59平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,385,"38,659元/平"
仙林湖新城香悦澜山 精装修 采光好 诚心卖,新城香悦澜山 -仙林,3室2厅 | 83.69平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,235,"28,080元/平"
东方天郡标准三房 中等楼层价格可议,东方天郡东区 -仙林,3室2厅 | 115.96平米 | 南 北 | 精装 | 高楼层(共15层)  | 板楼,450,"38,807元/平"
精装修正规4房 高楼层 采光不挡 视野不挡 有车位,金地湖城艺境 -仙林,4室2厅 | 119.86平米 | 南 北 | 精装 | 高楼层(共27层)  | 板塔结合,380,"31,704元/平"
可观湖 边户 满2年 纯毛坯 随时可以签约,万达茂御湖仕家三期 -仙林,4室2厅 | 139.11平米 | 南 北 | 毛坯 | 高楼层(共20层)  | 板楼,480,"34,506元/平"
和园带院子三房 诚心出售 有朝南大储藏室 满五唯一,南大和园 -仙林,3室2厅 | 116.92平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,470,"40,199元/平"
仙林雁鸣山庄 标准三房 有钥匙 ，满五年,雁鸣山庄 -仙林,3室2厅 | 83.34平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,220,"26,398元/平"
采光不挡 不临街 保养好 业主诚心出售 看房方便,融信世纪东方 -仙林,3室2厅 | 88.66平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,270,"30,454元/平"
湖景房真正的湖景房，视野开阔无遮挡，你值得拥有,保利罗兰香谷 -仙林,3室2厅 | 140.58平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,500,"35,567元/平"
视野采光好，精装修，业主诚心出售。,招商1872公园里 -燕子矶,3室2厅 | 117.06平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,378,"32,292元/平"
江景房  采光好 精装修40万  品牌家电,保利国际社区 -燕子矶,3室2厅 | 95.79平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,338,"35,286元/平"
距离地铁站近 客厅带阳台 通透性好,天悦花园 -马群,2室2厅 | 87.44平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,208,"23,788元/平"
吉祥山庄，大两房，随时可看，诚心卖，总价低,吉祥山庄 -燕子矶,2室1厅 | 62.43平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,130,"20,824元/平"
中高楼层  户型方正  采光无遮挡 满二,熊猫汇智家园 -仙林,3室1厅 | 105.07平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板楼,212,"20,178元/平"
紫金山畔 双地铁 璞樾钟山  户型通透,新城璞樾钟山 -马群,3室2厅 | 139.07平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,565,"40,628元/平"
燕江新城山水苑   景观层 视野开阔 有电梯 满二,燕江新城江山苑 -万寿,2室1厅 | 69.81平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,115,"16,474元/平"
一梯一户 精装修 高楼层 小区中间 出行方便,万科金色领域 -仙林,3室2厅 | 128.35平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,380,"29,607元/平"
小区中间 不临街 采光好 格局好 环境安静 满五年 急售,学仕风华苑 -仙林,3室2厅 | 98.84平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,178,"18,009元/平"
满五年唯一 楼层好采光刺眼，双南带大阳台，诚心出售,中电颐和家园尚璟 -红山,2室2厅 | 86.24平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,285,"33,048元/平"
睿域3房好楼层边户，红山新城站紧靠新玄武，价格可谈,中电颐和家园睿域 -红山,3室2厅 | 114.21平米 | 南 | 简装 | 中楼层(共18层)  | 塔楼,380,"33,273元/平"
满三年 有电梯 中间楼层 三开间朝南 有车位,南大和园 -仙林,3室2厅 | 121.15平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,455,"37,557元/平"
此房满五年唯一  没有增值税 中间楼层 诚心出售,保利罗兰香谷 -仙林,3室2厅 | 100.01平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,295,"29,498元/平"
朝南双阳台楼层好 地铁一号 六号 九号线出行方便,中电颐和家园尚璟 -红山,2室1厅 | 85.57平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,289,"33,774元/平"
仙林湖畔金中金小 万达茂御湖仕家一期 四房双卫东边户,万达茂御湖仕家一二期 -仙林,4室2厅 | 131.1平米 | 南 北 东 | 毛坯 | 高楼层(共32层)  | 板楼,360,"27,460元/平"
满五年花园电梯洋房业主诚心卖边户采光充足小区中间,紫园 -马群,3室2厅 | 136.5平米 | 南 | 简装 | 低楼层(共8层)  | 板楼,559,"40,953元/平"
金浦紫御东方 3室2厅 南,金浦紫御东方 -燕子矶,3室2厅 | 87.61平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,286,"32,645元/平"
