万科品质 精准交付 定制储柜 地暖 新空房 楼层佳,万科都荟天地E区 -岔路口,3室2厅 | 117.3平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,518,"44,161元/平"
东郊小镇第九街区 中间楼层 带电梯花园洋房 有钥匙,银亿东城第九街区 -麒麟镇,3室2厅 | 88.13平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,170,"19,290元/平"
奥斯博恩中叠 2跃3 带大露台 满五唯一 纯毛坯,奥斯博恩庄园 -禄口,4室1厅 | 150.49平米 | 南 北 | 毛坯 | 中楼层(共4层)  | 板塔结合,188,"12,493元/平"
中南山锦花城 低密度小高层 纯毛坯 户型方正 诚心出售,中南山锦花城 -江宁其它,4室2厅 | 109.2平米 | 南 | 毛坯 | 中楼层(共9层)  | 板楼,330,"30,220元/平"
精装修，华汇康城一期期，出行方便,华汇康城 -麒麟镇,3室2厅 | 123.15平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,198,"16,078元/平"
北京东路校区 精装三房 全明通透 视野开阔,万科金域蓝湾 -九龙湖,3室1厅 | 89.83平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,363,"40,410元/平"
户型方正 小区新环境好 地铁口步行800米,融侨世家 -江宁大学城,3室2厅 | 90.98平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,200,"21,983元/平"
九龙湖板块 品质小区 万科物业 户型方正 诚心出售,万科金域蓝湾 -九龙湖,3室2厅 | 114.65平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,400,"34,889元/平"
地铁口 大里华庭北园 三房 边户 全明户型 有钥匙,华庭北园 -青龙山国际新城,3室2厅 | 125.39平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,235,"18,742元/平"
视野开阔，采光充足，生活配套设施完善，交通便利。,启迪方洲慧园 -麒麟科创园,4室2厅 | 126.25平米 | 南 北 | 简装 | 高楼层(共32层)  | 塔楼,289,"22,892元/平"
湖熟新城，电梯洋房，边户，采光好，价格好谈,梁台煦府 -湖熟,4室2厅 | 143.2平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,148,"10,336元/平"
秦淮河畔、低总价、小三房、业主诚心出售,瀛洲湾 -岔路口,3室2厅 | 105.75平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,225,"21,277元/平"
满二，精装三房，次新小区，银城物业，业主诚售！,银城旭辉云台天境 -上秦淮,3室2厅 | 88.85平米 | 南 北 | 精装 | 高楼层(共27层)  | 板楼,252,"28,363元/平"
馨泉苑一楼精装出售户型方正南北通透,馨泉苑 -汤山镇,4室2厅 | 138.7平米 | 南 北 | 其他 | 低楼层(共7层)  | 板塔结合,160,"11,536元/平"
优质洋房，方正三房，中高楼层，采光上佳，上学方便。,中南山锦花城 -江宁其它,3室2厅 | 77.65平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,280,"36,060元/平"
龙湖品质开发商 满3年新精装未住 看房有钥匙,龙湖春江郦城 -东山镇,4室2厅 | 138.37平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,592,"42,784元/平"
银城品质物业，精装修，南北通透,银城蓝溪郡 -正方新城,3室1厅 | 88平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,118,"13,410元/平"
中海御山府二期中间楼层，好房出售,中海御山府二期 -麒麟科创园,3室2厅 | 133.74平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,445,"33,274元/平"
业主诚心出售大三房 阳光充足无遮挡,新铜花苑清风园 -江宁滨江,3室1厅 | 95.56平米 | 南 | 毛坯 | 高楼层(共7层)  | 板塔结合,60,"6,279元/平"
中海御山府二期中间楼层，好房出售,中海御山府二期 -麒麟科创园,3室2厅 | 133.74平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,445,"33,274元/平"
小区配套好，生活便利，此房新空毛坯从未入住,麒麟山庄 -麒麟镇,3室2厅 | 126平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 板楼,220,"17,461元/平"
东外旁 华菁水苑 精装小三房 边户 银城物业,华菁水苑 -江宁大学城,3室1厅 | 80.59平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,193,"23,949元/平"
湖熟新城，电梯洋房，边户，采光好，价格好谈,梁台煦府 -湖熟,4室2厅 | 143.2平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,148,"10,336元/平"
地铁三号线 砂之船 五矿品质小区 精装改善三房,五矿澜悦栖原 -上秦淮,3室2厅 | 99.24平米 | 南 | 精装 | 中楼层(共20层)  | 板楼,388,"39,098元/平"
中南好房 户型方正 3房 中间楼层 价格便宜,中南山锦花城 -江宁其它,3室2厅 | 78.79平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,195,"24,750元/平"
新空毛坯 一次未住 小区中间 采光好 可意上露台,麒麟山庄 -麒麟镇,3室1厅 | 125.84平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 板楼,205,"16,291元/平"
精装修 全新空房 住的少 单元边户 银城物业 好楼层,银城蓝溪郡 -正方新城,3室2厅 | 87.76平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,148,"16,865元/平"
定制装修，建30平阳光房，实用面积100多平,东郊小镇第六街区 -麒麟镇,2室1厅 | 71.73平米 | 东 西 | 精装 | 低楼层(共6层)  | 板楼,158,"22,028元/平"
依山傍水大平层 背靠山 业主匠心独运设计 店长力荐,国信慧谷山居 -正方新城,6室4厅 | 185.82平米 | 南 北 | 简装 | 4层  | 板楼,270,"14,531元/平"
中海地产，花园洋房，舒适度高，位置好，小区环境幽静,中海御山府一期 -麒麟科创园,3室2厅 | 135.83平米 | 南 | 毛坯 | 中楼层(共7层)  | 板塔结合,439,"32,320元/平"
正方中路，地铁口，交通方便，房龄新,绿地理想名苑 -正方新城,3室1厅 | 100.82平米 | 南 北 | 简装 | 低楼层(共20层)  | 板楼,245,"24,301元/平"
次新房 南站万科 新风地暖 改善四房,万科都荟天地E区 -岔路口,4室2厅 | 138.66平米 | 南 | 精装 | 中楼层(共34层)  | 暂无数据,610,"43,993元/平"
南京南站 万科物业 次新房 户型方正 小区环境好,万科都荟天地E区 -岔路口,3室2厅 | 117.02平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,520,"44,437元/平"
药科大学南，次洋房，楼层好。价格低,梁台煦府 -湖熟,3室1厅 | 110.47平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板塔结合,109,"9,867元/平"
蓝湾好房 保养好 拎包入住高区采光视野好 带地暖,万科金域蓝湾 -九龙湖,3室1厅 | 130.21平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,445,"34,176元/平"
满二税少 银城物业 无遮挡 软件园,银城蓝溪郡 -正方新城,3室2厅 | 78.64平米 | 南 北 | 精装 | 低楼层(共31层)  | 板塔结合,158,"20,092元/平"
次新房 满两年 精装修 一梯一户 中西双厨,旭辉铂悦秦淮 -岔路口,4室2厅 | 142.75平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,680,"47,636元/平"
银城品质物业，精装修，通透格局，视野好，无遮挡,银城蓝溪郡 -正方新城,3室2厅 | 87.98平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,141,"16,027元/平"
距离地铁站近，步行即可，而且噪音低。树木葱葱,锦绣花园 -麒麟镇,3室1厅 | 111.73平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,158,"14,142元/平"
上秦淮品质小区 中间楼层 全屋定制 阳台已改造,五矿澜悦栖原 -上秦淮,3室2厅 | 92.66平米 | 南 | 其他 | 中楼层(共19层)  | 板楼,346,"37,341元/平"
二期位置 满二 采光无遮挡 自住装修,银城蓝溪郡 -正方新城,3室2厅 | 86.35平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,126,"14,592元/平"
明月花园房改房 大三房 双阳台  有储藏室,明月花园 -东山镇,3室2厅 | 107.3平米 | 东南 南 | 简装 | 高楼层(共6层)  | 板楼,270,"25,164元/平"
近南站 景观房 有钥匙 换房急售,天龙湾花园 -百家湖,3室2厅 | 127.65平米 | 南 | 简装 | 高楼层(共16层)  | 板楼,280,"21,935元/平"
翠屏城 水岸公园  楼层好 视野好,翠屏城 -禄口,3室2厅 | 97.17平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,98,"10,086元/平"
龙湖物业，天街旁，小区环境好 次新房 配套齐全,龙湖春江郦城 -东山镇,3室2厅 | 115.87平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,535,"46,173元/平"
户型方正，采光充足，南北通透，中高间楼层.,天元吉第城 -东山镇,3室2厅 | 105.52平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,340,"32,222元/平"
此房满5唯一，户型方正，采光好，附属大储藏室,明月花园 -东山镇,2室2厅 | 100.76平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,215,"21,338元/平"
此房满两年了，税费少，带阁楼可用120平，带储物间,陶苑 -江宁大学城,3室1厅 | 87.56平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,170,"19,416元/平"
翠屏城  边户  精装修 （店长五星推荐）,翠屏城 -禄口,3室2厅 | 100.45平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,130,"12,942元/平"
店长推荐此房满两年，精装空置中， 采光充足， 格局,翠屏城 -禄口,3室2厅 | 85.82平米 | 南 北 | 精装 | 中楼层(共26层)  | 板塔结合,85,"9,905元/平"
秦淮河畔市民公园旁 龙湖品质 毛坯好改造 可用130平,龙湖春江郦城 -东山镇,4室3厅 | 131.57平米 | 东 南 北 | 毛坯 | 中楼层(共31层)  | 板楼,520,"39,523元/平"
明月花园房改房 大三房 双阳台  有储藏室,明月花园 -东山镇,3室2厅 | 107.3平米 | 东南 南 | 简装 | 高楼层(共6层)  | 板楼,270,"25,164元/平"
近南站 景观房 有钥匙 换房急售,天龙湾花园 -百家湖,3室2厅 | 127.65平米 | 南 | 简装 | 高楼层(共16层)  | 板楼,280,"21,935元/平"
汇景新苑 中间楼层 3室 精装自住 保养好,汇景新苑 -东山镇,3室2厅 | 95.52平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,249,"26,068元/平"
合家春天，精装三房，房东诚心出售,合家春天 -九龙湖,3室2厅 | 87.2平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,193,"22,134元/平"
小区环境好 交通便利 前后无遮挡 新空毛坯,锁石苑 -麒麟镇,3室1厅 | 90.79平米 | 南 | 毛坯 | 高楼层(共27层)  | 板楼,105,"11,566元/平"
万科精装刚需三房，空置看房方便，户型方正，中间楼层,万科金域东方 -淳化,3室1厅 | 87.07平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,205,"23,545元/平"
双地铁 配套成熟 中间楼层 精装诚心卖,天泰北苑 -东山镇,3室1厅 | 81平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,210,"25,926元/平"
大学城 陶苑 简装  带阁楼 满五年 价优急售中,陶苑 -江宁大学城,3室2厅 | 80.76平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,155,"19,193元/平"
学府风景5跃6 两个朝南阳光房 精装 满五 价优 急售,中浩学府风景 -江宁大学城,4室2厅 | 128.29平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,230,"17,929元/平"
方山脚下天然氧吧，低价出售，房主诚信出售,印湖山庄 -江宁大学城,3室1厅 | 104.9平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,172,"16,397元/平"
满二 东边户 毛坯 中间楼栋 看房随时 顶流 可做阁楼！,中南山锦花城 -江宁其它,3室2厅 | 95.83平米 | 南 | 毛坯 | 高楼层(共13层)  | 板楼,320,"33,393元/平"
鲁能七号院 中叠边户满2 方山景 电梯入户有院子地下室,鲁能泰山7号院 -江宁大学城,3室2厅 | 181.25平米 | 南 北 | 毛坯 | 中楼层(共5层)  | 板楼,576,"31,780元/平"
改善楼盘 高档小区 精装好房 叠拼一楼带院子,五矿九玺台 -江宁大学城,4室2厅 | 266.09平米 | 南 北 | 精装 | 4层  | 板楼,880,"33,072元/平"
江宁大学城精装房，房主诚心出售,融侨世家 -江宁大学城,3室2厅 | 108.24平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,265,"24,483元/平"
精装修，带车位，南北通透，视野好，采光好,托乐嘉旺邻居 -将军大道,4室2厅 | 77.74平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,520,"66,890元/平"
龙湖物业 小区环境好 次新房 房子视野好 随时看房,龙湖春江郦城 -东山镇,3室1厅 | 87.38平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,350,"40,055元/平"
此房满5年 看房方便 业主诚心出售,新亭路182号 -东山镇,3室1厅 | 73.76平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,165,"22,370元/平"
地铁楼盘 精致2房 满5年 有租赁车位 单价19000,书香名门 -东山镇,3室2厅 | 95.27平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,178,"18,684元/平"
随时看房 中套精装修 采光好 拎包入住,新城保利天地 -禄口,4室2厅 | 88.13平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,178,"20,198元/平"
电梯洋房，精装修，业主急售，拎包入住，价格可谈,翠屏城 -禄口,3室1厅 | 87.47平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,106,"12,119元/平"
学府风景精装大三房 满二年 价优诚心出售,中浩学府风景 -江宁大学城,3室1厅 | 128.9平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,239,"18,542元/平"
翠屏城 水岸公园  楼层好 视野好,翠屏城 -禄口,3室2厅 | 97.17平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,98,"10,086元/平"
馨绿园 中间楼层 正规三室 满五年 有储藏室 看房方便,馨绿园 -东山镇,3室2厅 | 123.29平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,255,"20,683元/平"
边户 视野好 精装修 未入住 得房率高 诚心卖 随时看房,中南山锦花城 -江宁其它,3室2厅 | 93.11平米 | 南 | 精装 | 中楼层(共10层)  | 板楼,215,"23,091元/平"
毛坯大平层 东边户 随时看 有车位 诚心出售,藏龙御景 -九龙湖,4室2厅 | 178.49平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板楼,520,"29,134元/平"
精装修纯新空房，小区中间位置，视野采光好,银城蓝溪郡 -正方新城,3室2厅 | 78.11平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,109,"13,955元/平"
诚园二期精装四房，房主诚心出售,翠屏诚园 -上秦淮,4室2厅 | 112.78平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,348,"30,857元/平"
天地新城天柱座 3室2厅 西南,天地新城天柱座 -岔路口,3室2厅 | 111.34平米 | 西南 | 其他 | 中楼层(共11层)  | 板塔结合,260,"23,352元/平"
龙湖物业 小区环境好 次新房 房子视野好 随时看房,龙湖春江郦城 -东山镇,3室1厅 | 87.38平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,350,"40,055元/平"
三房地铁口 楼层好满五年 天街旁边,骆村新寓 -东山镇,3室1厅 | 97.81平米 | 南 北 | 简装 | 高楼层(共17层)  | 板楼,297,"30,365元/平"
天元吉第挑高好房急售  中间楼层 自住装修 满五唯一,天元吉第城 -东山镇,2室1厅 | 49.52平米 | 南 北 | 精装 | 中楼层(共4层)  | 板楼,132,"26,656元/平"
店长推荐 地铁口，复式房，得房率高，采光好,中航樾广场 -江宁大学城,3室2厅 | 97.68平米 | 南 | 精装 | 低楼层(共28层)  | 塔楼,279,"28,563元/平"
小区近地铁，户型方正，南北通透，诚心出售可面谈,天正天御溪岸A区 -江宁大学城,4室2厅 | 127.65平米 | 南 北 | 简装 | 低楼层(共26层)  | 板楼,316,"24,756元/平"
电梯房  20万精装修满二年  边户采光好,百丽明珠花园 -禄口,3室1厅 | 91.71平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,115,"12,540元/平"
翠屏城三房两厅一厨一卫中等装修,翠屏城 -禄口,3室2厅 | 86.5平米 | 南 | 简装 | 高楼层(共26层)  | 板塔结合,81,"9,365元/平"
竹山路双地铁新小区 精装3房 楼层好 户型好 随时可看,旭辉九著 -科学园,3室2厅 | 112.34平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,398,"35,429元/平"
近地铁口   天印山旁   馨绿园  精装3房有钥匙,馨绿园 -东山镇,3室1厅 | 121.95平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,260,"21,321元/平"
店长急推好房 1 5号线双地铁 龙湖天街旁 看房方便,竹山雅居 -东山镇,3室2厅 | 97.9平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,219,"22,370元/平"
此房满五唯一 户型方正 高楼层 业主诚售 有车位,康博花园 -九龙湖,3室2厅 | 118.34平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,476,"40,224元/平"
翠屏城  边户  精装修 （店长五星推荐）,翠屏城 -禄口,3室2厅 | 100.45平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,130,"12,942元/平"
满五不唯一，布局合理，户型方正，自住精装修,东城家园 -东山镇,4室2厅 | 134.18平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,290,"21,613元/平"
百利华府一、二期 4室2厅 南,百利华府一、二期 -禄口,4室2厅 | 140.07平米 | 南 | 毛坯 | 高楼层(共5层)  | 板塔结合,135,"9,639元/平"
地铁口品牌小区 如意湖畔 采光充足 刚需好房,新城保利天地 -禄口,3室2厅 | 77.93平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,118,"15,142元/平"
软件园旁 景瑞春风十里 一梯两户 花园洋房 房本满二,景瑞春风十里 -正方新城,3室2厅 | 119.04平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,220,"18,482元/平"
莱茵东郡大三房 3阳台朝南大车库,莱茵东郡 -科学园,3室2厅 | 142.15平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,389,"27,366元/平"
湖景精装修三房 采光不遮挡 三房朝南 视野开阔,东方龙湖湾东湖苑 -江宁大学城,3室2厅 | 113.74平米 | 南 西 东 | 精装 | 中楼层(共8层)  | 板楼,255,"22,420元/平"
