龙江 树人  精装修  西边户  非顶楼  视野好,迎江园 -定淮门大街,2室1厅 | 56.84平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,450,"79,170元/平"
满五年 全明边户 中楼层 大三房 业主诚心卖,金信花园 -龙江,3室2厅 | 103.59平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,520,"50,198元/平"
邮政世纪花园  双南两房   户型 方正  采光好  楼层好,邮政世纪花园 -凤凰西街,2室1厅 | 76.25平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,540,"70,820元/平"
银城街 2室1厅 南 北,银城街 -龙江,2室1厅 | 55.24平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,210,"38,016元/平"
华阳小区  小区中间  视野好  拎包入住,华阳佳园华贵苑 -凤凰西街,3室1厅 | 65.63平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,275,"41,902元/平"
龙江 省妇幼旁电梯小三房 采光好 不遮挡 得房率高,裕顺雅苑 -龙江,3室1厅 | 81.34平米 | 南 | 其他 | 中楼层(共12层)  | 板塔结合,380,"46,718元/平"
：高楼层，采光好，视野开阔，规整三房,金陵新三村 -金陵小区,3室1厅 | 71.95平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,140,"19,458元/平"
此房为海德卫城精装自住 保养的好 景观好 采光不挡,海德卫城 -草场门大街,3室2厅 | 124.6平米 | 南 | 其他 | 中楼层(共28层)  | 板塔结合,560,"44,944元/平"
水佑岗 3室2厅 南,水佑岗 -水佐岗,3室2厅 | 108.27平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,398,"36,760元/平"
虎踞路龙蟠里乌龙潭29近 地铁二号线,龙蟠里 -华侨路,2室1厅 | 74.85平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,520,"69,473元/平"
马鞍山2号省委家属楼精装修采光好全明户型。,马鞍山2号 -水佐岗,3室2厅 | 91.74平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,550,"59,953元/平"
户型方正 双南一北三房 阳光充足 满五唯一,古平岗22号 -水佐岗,3室1厅 | 71.25平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,196,"27,509元/平"
此房前面无遮挡 采光直接照到床边 电梯房,白云雅居 -五塘广场,2室1厅 | 76.14平米 | 南 | 其他 | 中楼层(共9层)  | 板塔结合,239,"31,390元/平"
新河一村 2室1厅 南,新河一村 -定淮门大街,2室1厅 | 61.67平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,428,"69,402元/平"
户型方正 双南一北三房 阳光充足 满五唯一,古平岗22号 -水佐岗,3室1厅 | 71.25平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,196,"27,509元/平"
鼓楼滨江世茂外滩，采光佳简单装修,世茂外滩新城 -热河南路,3室2厅 | 140.44平米 | 南 | 其他 | 中楼层(共55层)  | 板塔结合,498,"35,460元/平"
拉小 宝船 龙江 低总价 好楼层 实用三房,江滨新寓 -草场门大街,3室1厅 | 75.95平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,320,"42,133元/平"
狗耳巷 和会街 三牌楼大街 精装修 采光无遮挡,狗耳巷小区 -三牌楼,3室1厅 | 67.44平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,310,"45,967元/平"
精装修 业主诚心出售  改善   看房提前预约,皇冠钻石双星 -热河南路,1室3厅 | 132.73平米 | 南 | 其他 | 中楼层(共28层)  | 板塔结合,550,"41,438元/平"
玄武湖旁 视野采光好 景观好 模范马路地铁口 满五年,天正湖滨花园 -许府巷,3室1厅 | 134.72平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,835,"61,981元/平"
鼓楼南京站玄武湖畔 小市街二室一厅 中间楼层 房龄新,小市街 -小市,2室1厅 | 68.05平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,176,"25,864元/平"
29 银城物业 户型方正 南北通透 精装修 环境优,虎踞关60号 -宁海路,2室1厅 | 57.1平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,438,"76,708元/平"
金基翠城 2室2厅 南,金基翠城 -小市,2室2厅 | 48.23平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,253,"52,457元/平"
此房 低楼层 两房朝南户型 改善型大三房,东门街 -小市,2室1厅 | 87.65平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,220,"25,100元/平"
虎啸花园一楼架空  不临街   全明,虎啸花园 -水佐岗,3室2厅 | 118.6平米 | 南 | 其他 | 低楼层(共6层)  | 板塔结合,550,"46,375元/平"
许府巷新金贸花园 大平层双南一北双厅双卫厨卫全明,新金贸花园 -许府巷,4室2厅 | 150.37平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,580,"38,572元/平"
三牌楼  和会街 精装修， 有车位 全明户型,和会街 -三牌楼,3室1厅 | 70.3平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,260,"36,985元/平"
配设施齐全，得房率高，可拎包入住。,幕府佳园 -金陵小区,3室1厅 | 87.23平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,220,"25,221元/平"
虎踞关 芳凤29 三房户型方正 中楼层阳光充足,虎踞关 -宁海路,3室1厅 | 77.49平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,499,"64,396元/平"
近3号线上元门站 非顶楼 飞机户 业主诚心出售,金陵村 -金陵小区,3室2厅 | 106.47平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,220,"20,664元/平"
水佑岗 3室2厅 南,水佑岗 -水佐岗,3室2厅 | 108.27平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,398,"36,760元/平"
此房为海德卫城精装自住 保养的好 景观好 采光不挡,海德卫城 -草场门大街,3室2厅 | 124.6平米 | 南 | 其他 | 中楼层(共28层)  | 板塔结合,560,"44,944元/平"
宁工新寓二村 精装修 龙江地铁口 拉小直属  诚心卖,宁工新寓二村 -草场门大街,2室1厅 | 77.12平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,350,"45,384元/平"
三牌楼大街 满五年唯一 一楼带院三房小区景观有车位,三牌楼大街 -三牌楼,3室1厅 | 48.26平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,178,"36,884元/平"
精装两房，中间楼层，采光不遮挡，南北通透,小市村 -小市,2室1厅 | 47.98平米 | 南 西 北 | 其他 | 中楼层(共6层)  | 板楼,120,"25,011元/平"
满三年 小两房户型方正 居家装修 看房方便 业主城售,鼓教新村 -草场门大街,2室1厅 | 42.93平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,163,"37,969元/平"
上海路 南秀村 南大旁  闹中取静 低楼层三房,南秀村 -宁海路,3室1厅 | 77.64平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,400,"51,520元/平"
小区里安静  三开间朝南  楼层好  配套设施齐全,凤凰西街152号 -凤凰西街,3室2厅 | 117.31平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,508,"43,305元/平"
此房视野开阔，户型方正，精装修，电梯房 视野好,锦江花苑 -凤凰西街,3室2厅 | 132.2平米 | 南 北 东 | 其他 | 中楼层(共14层)  | 板楼,760,"57,489元/平"
燕禾园  商品房 楼层好 业主诚心卖 价格可谈,燕禾园 -金陵小区,2室2厅 | 75.12平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,190,"25,293元/平"
：高楼层，采光好，视野开阔，规整三房,金陵新三村 -金陵小区,3室1厅 | 71.95平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,140,"19,458元/平"
鼓楼区中海品质楼盘 精装 环境清幽满五年 小高层诚售,中海凤凰熙岸三期 -凤凰西街,4室2厅 | 143.57平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,1150,"80,101元/平"
龙江 省妇幼旁电梯小三房 采光好 不遮挡 得房率高,裕顺雅苑 -龙江,3室1厅 | 81.34平米 | 南 | 其他 | 中楼层(共12层)  | 板塔结合,380,"46,718元/平"
辰龙广场 3室1厅 南,辰龙广场 -凤凰西街,3室1厅 | 114.97平米 | 南 | 其他 | 中楼层(共28层)  | 板塔结合,530,"46,099元/平"
拉小 宝船 龙江 低总价 好楼层 实用三房,江滨新寓 -草场门大街,3室1厅 | 75.95平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,320,"42,133元/平"
南堡新寓2房朝南1房朝北、南北全明户型,南堡新寓 -建宁路,3室1厅 | 80.5平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,250,"31,056元/平"
鼓楼滨江 世茂外滩新城 南北通透 环境优美 看房方便,世茂外滩新城 -热河南路,3室2厅 | 140.1平米 | 南 北 | 其他 | 高楼层(共55层)  | 板塔结合,559,"39,901元/平"
地铁7号线 金达花园电梯房 小区环境好有物业好停车,金达花园 -建宁路,2室2厅 | 75.78平米 | 南 北 | 其他 | 中楼层(共28层)  | 板塔结合,168,"22,170元/平"
建宁路 一楼带院子 采光好 小区环境优雅 出行方便,安乐村 -建宁路,2室1厅 | 49.78平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,165,"33,146元/平"
鼓楼小市地铁口 泰和园 楼层好采光佳 诚意出售,泰和园 -小市,3室2厅 | 77.55平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,245,"31,593元/平"
鼓楼区复地新都国际商品房电梯房一手房,复地新都国际 -小市,2室1厅 | 88.57平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,385,"43,469元/平"
鼓楼次新房葛洲坝一梯一户精装修,葛洲坝招商紫郡蘭园南区 -小市,4室2厅 | 139.54平米 | 南 北 | 精装 | 中楼层(共17层)  | 暂无数据,736,"52,745元/平"
龙江 电梯小高层 采光好 满5年 自住诚售,凤凰花园城静幽园 -凤凰西街,3室2厅 | 115.66平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,508,"43,922元/平"
鼓楼 葛洲坝地产  大四房  精装交付,葛洲坝招商紫郡蘭园南区 -小市,4室2厅 | 139.54平米 | 南 北 | 其他 | 低楼层(共17层)  | 暂无数据,649,"46,510元/平"
热河南路 宁惠新寓 中间楼层 户型好 精装修2000后房龄,宁惠新寓 -热河南路,3室2厅 | 99.45平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,380,"38,211元/平"
中冶盛世滨江 西边户大平层 一梯一户,锦绣华府南苑 -建宁路,4室2厅 | 236.9平米 | 南 西南 北 | 毛坯 | 高楼层(共9层)  | 暂无数据,1580,"66,695元/平"
地铁口 东门街 精装修两房 南北 户型佳 中间楼层,东门街 -小市,2室1厅 | 58.91平米 | 南 北 | 其他 | 低楼层(共7层)  | 板楼,170,"28,858元/平"
户型好 1房朝南 房采光好 视野开阔 交通便利 生活便利,北祖师庵 -建宁路,1室0厅 | 26.71平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,86,"32,198元/平"
新街口，上海路，电梯平层，房龄新,金轮大厦 -华侨路,3室2厅 | 145.72平米 | 东北 | 简装 | 中楼层(共31层)  | 板楼,378,"25,941元/平"
育才连家店 看房方便 业主诚心出售 不占用 满五年,育才公寓东片 -凤凰西街,3室1厅 | 80.18平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,650,"81,068元/平"
百合果园  单价低  精装  电梯房,百合果园 -定淮门大街,7室2厅 | 197.3平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,950,"48,151元/平"
南北通透，园林式小区，采光好，银城，汇文，电梯房,银城聚锦园 -凤凰西街,5室2厅 | 185.44平米 | 南 北 | 其他 | 高楼层(共11层)  | 板塔结合,1628,"87,792元/平"
凤凰花园城 顶跃 小区中间不临街 有露台 诚心出售,华阳佳园华聚苑 -凤凰西街,5室3厅 | 204.64平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,735,"35,917元/平"
居家装修   对装修不是太在意的 可直接拎包入住,童家山 -水佐岗,2室2厅 | 117.49平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,320,"27,237元/平"
世茂滨江新城 四开间朝南 小区中间位置 江景尽览,世茂滨江新城 -热河南路,5室2厅 | 301.15平米 | 南 北 | 其他 | 中楼层(共52层)  | 板塔结合,1500,"49,810元/平"
新牡丹里 小区中间 顶楼带阁楼 阁楼不算面积,莫愁花园牡丹里 -凤凰西街,3室2厅 | 89.26平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,310,"34,731元/平"
不占 阁楼60平2房1卫1客厅 诚心可谈,蓝天园 -龙江,4室2厅 | 65.81平米 | 东 南 北 | 其他 | 高楼层(共7层)  | 塔楼,435,"66,100元/平"
新模范马路地铁口 宜居好小区 精装好房 有阁楼,工人新村 -许府巷,3室2厅 | 67.84平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,274,"40,390元/平"
不占，百万精装，业主诚心出售，含固定车位,清江西苑 -定淮门大街,3室3厅 | 150.75平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,848,"56,253元/平"
实用面积120+，带两个储藏室和自行车库，全明户型,凤凰西街152号 -凤凰西街,3室1厅 | 93.38平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,386,"41,337元/平"
云锦路省中房改 上下两层同等面积 诚售,杏林新村 -凤凰西街,5室3厅 | 121.92平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,550,"45,112元/平"
长阳花园 小区中间位置 不占用,长阳花园 -龙江,5室2厅 | 150.72平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,836,"55,468元/平"
热河南路 姜家园 房龄新 正在申请加装电梯,姜家园 -热河南路,6室2厅 | 106.38平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,360,"33,841元/平"
花园洋房 满五年，业主诚心卖 山景高档小区,德水香林 -五塘广场,3室2厅 | 131.6平米 | 北 南 | 其他 | 低楼层(共8层)  | 板楼,550,"41,794元/平"
热河南路 叠加别墅 前后70平院落 边户诚售 5号地铁口,润开华府 -热河南路,5室2厅 | 256.84平米 | 南 北 | 其他 | 低楼层(共3层)  | 板楼,1250,"48,669元/平"
精装五房 采光无遮挡 三房间朝南 户型方正 得房率高,世茂外滩新城 -热河南路,5室2厅 | 203.98平米 | 南 北 | 其他 | 低楼层(共26层)  | 板塔结合,880,"43,142元/平"
面积大 全明户型，南北通透，精装修 楼层好,苏宁睿城 -万达广场,4室2厅 | 176.09平米 | 南 北 | 其他 | 高楼层(共32层)  | 板楼,1350,"76,666元/平"
此房满五年 长江风光带 环境优美 采光充足,民佳园小区 -定淮门大街,2室1厅 | 80.82平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,720,"89,087元/平"
小区中间位置 上下复式 采光好 精装修 有地下室,百合果园 -定淮门大街,4室2厅 | 138.83平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,638,"45,956元/平"
苏宁睿城 电梯精.装修四房 园林式绿化 采光不挡 诚售,苏宁睿城 -万达广场,4室2厅 | 214.8平米 | 南 北 | 其他 | 高楼层(共32层)  | 板楼,1650,"76,816元/平"
虎踞北路 察哈尔路 刚需大三房 顶跃采光好视野好,镇江路 -水佐岗,3室2厅 | 102.74平米 | 南 北 | 其他 | 高楼层(共7层)  | 板塔结合,330,"32,120元/平"
银城物业、四房跃层复试带阁楼及楼台,清江西苑 -定淮门大街,4室2厅 | 137.74平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,768,"55,758元/平"
一楼采光不挡 实用面积大 芳草园29 满五年 清凉山,清凉新村 -龙江,5室2厅 | 116.29平米 | 南 北 | 其他 | 低楼层(共7层)  | 板楼,720,"61,915元/平"
大四房  采光好  露台  得房率高,聚福园二期 -龙江,4室2厅 | 167.72平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,760,"45,314元/平"
金信花园二期大四房 跃层  视野开阔,金信花园 -龙江,5室2厅 | 197.63平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,950,"48,070元/平"
跃层！只算一层面积！金川门四平路卢龙山庄实用空间大,林景嘉园 -建宁路,6室2厅 | 114.75平米 | 南 北 | 其他 | 高楼层(共11层)  | 板塔结合,635,"55,338元/平"
南北两个大露台 电梯改善江景房 5房三卫 长江之家,长江之家 -龙江,5室2厅 | 184.4平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,1099,"59,599元/平"
别墅，联排别墅，地上和地下共4层,天水滨江花园西苑 -凤凰西街,5室2厅 | 261.82平米 | 南 北 | 精装 | 18层  | 板塔结合,1960,"74,861元/平"
此房满五年 南北通透 阁楼视野开阔 采光充足 交通便利,名城世纪园 -凤凰西街,6室2厅 | 158.97平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,570,"35,856元/平"
这套房子满五  房东诚心卖房 价格可以谈,育才公寓东片 -凤凰西街,3室2厅 | 97.4平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,618,"63,450元/平"
大桥南路 盐仓桥 电梯商品房 买一套得两套,佳乐福新寓 -建宁路,3室2厅 | 110.98平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,520,"46,856元/平"
邮政世纪花园 顶楼带阁楼 满五年唯一 四房采光好,邮政世纪花园 -凤凰西街,4室2厅 | 76.31平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,605,"79,282元/平"
满五全明户型无遮挡业主诚售高得房率,长阳花园 -龙江,4室2厅 | 193.13平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,890,"46,083元/平"
金川花苑 顶跃边户 实用面积大 居住舒适。,金川花苑 -建宁路,5室3厅 | 95.58平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,430,"44,989元/平"
户型方正 得房率高 大露台双汇文可议价不占用,金陵世纪花园 -凤凰西街,6室3厅 | 179.27平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,760,"42,395元/平"
双汇文 带阁楼 两层使用面积大 满五年 不占用 通透,邮政世纪花园 -凤凰西街,3室1厅 | 75.91平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,680,"89,580元/平"
鼓楼汇林绿洲上林苑 房龄新 封闭式小区 24小时安保,汇林绿洲上林苑 -许府巷,6室2厅 | 251.94平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,856,"33,977元/平"
四房朝南格局好，04年房龄业主诚售,新河二村 -定淮门大街,4室2厅 | 121.16平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,530,"43,744元/平"
五塘广场  江雁依山郡 精装底跃 前后院子 城中别野,江雁依山郡 -金陵小区,3室2厅 | 301平米 | 南 北 | 其他 | 低楼层(共4层)  | 板楼,1192,"39,602元/平"
